,Sentence1,Emotion
5714,Latisha found herself in a dreadful situation.,2
7328,My daughter told us all about the recent heartbreaking events.,1
4531,Kristin made me feel discouraged.,2
3724,Darnell made me feel annoyed.,0
4330,Tanisha made me feel terrified.,2
1932,The situation makes Tanisha feel scared.,2
2910,I made my husband feel terrified.,2
5130,Leroy found himself in a horrible situation.,2
1651,The situation makes this boy feel discouraged.,2
7130,Katie told us all about the recent horrible events.,2
1862,The situation makes Latisha feel irritated.,0
3104,I made Jasmine feel annoyed.,0
2149,The situation makes Nancy feel disappointed.,1
383,Jack feels enraged.,0
7183,Nancy told us all about the recent annoying events.,0
7334,My daughter told us all about the recent dreadful events.,2
6560,Justin told us all about the recent irritating events.,0
7786,The conversation with Ryan was serious.,1
8181,The conversation with Tia was vexing.,0
4177,My uncle made me feel glad.,3
4689,My daughter made me feel disappointed.,1
8336,The conversation with Katie was hilarious.,3
271,Roger feels discouraged.,2
5493,This boy found himself in a shocking situation.,2
6940,Jasmine told us all about the recent irritating events.,0
2424,I made Jamel feel annoyed.,0
2844,I made this boy feel annoyed.,0
2513,I made Torrance feel anxious.,2
3006,I made Nichelle feel depressed.,1
6307,Jerome told us all about the recent grim events.,1
5897,Heather found herself in an amazing situation.,3
1116,My wife feels ecstatic.,3
7950,The conversation with my husband was horrible.,2
6225,My mom found herself in a depressing situation.,1
7580,The conversation with Lamar was irritating.,0
5481,This boy found himself in a vexing situation.,0
7485,The conversation with Alphonse was depressing.,1
2346,The situation makes my mother feel depressed.,1
2224,The situation makes this woman feel annoyed.,0
8350,The conversation with Betsy was horrible.,2
7074,Courtney told us all about the recent dreadful events.,2
7614,The conversation with Malik was dreadful.,2
6231,My mom found herself in a threatening situation.,2
4316,Jasmine made me feel ecstatic.,3
865,Melanie feels sad.,1
2476,I made Jerome feel ecstatic.,3
8052,The conversation with Nichelle was terrifying.,2
8432,The conversation with Ellen was terrifying.,2
922,Kristin feels irritated.,0
7256,She told us all about the recent hilarious events.,3
5340,Frank found himself in an irritating situation.,0
1071,My sister feels discouraged.,2
5952,Betsy found herself in a terrifying situation.,2
2713,I made Frank feel anxious.,2
7974,The conversation with my boyfriend was dreadful.,2
372,Andrew feels scared.,2
2457,I made Alphonse feel glad.,3
5946,Betsy found herself in a serious situation.,1
4638,This woman made me feel relieved.,3
1532,The situation makes Justin feel scared.,2
5666,Shereen found herself in a serious situation.,1
5063,Jamel found himself in an annoying situation.,0
6808,My uncle told us all about the recent heartbreaking events.,1
5695,Ebony found herself in a funny situation.,3
7270,This woman told us all about the recent horrible events.,2
6824,My dad told us all about the recent displeasing events.,0
3108,I made Jasmine feel miserable.,1
1910,The situation makes Jasmine feel terrified.,2
5892,Heather found herself in a terrifying situation.,2
5785,Tia found herself in a depressing situation.,1
3554,I made my mother feel fearful.,2
7246,She told us all about the recent serious events.,1
7816,The conversation with Andrew was hilarious.,3
5388,Ryan found himself in a heartbreaking situation.,1
860,Melanie feels angry.,0
2757,I made Ryan feel glad.,3
214,Adam feels fearful.,2
6168,My girlfriend found herself in a heartbreaking situation.,1
210,Adam feels terrified.,2
7084,Heather told us all about the recent displeasing events.,0
2238,The situation makes this woman feel relieved.,3
6082,This girl found herself in an outrageous situation.,0
1703,The situation makes my husband feel enraged.,0
1667,The situation makes my brother feel devastated.,1
316,Frank feels ecstatic.,3
4406,Amanda made me feel depressed.,1
6608,Andrew told us all about the recent heartbreaking events.,1
6514,Roger told us all about the recent dreadful events.,2
4108,My husband made me feel miserable.,1
4624,This woman made me feel annoyed.,0
5691,Ebony found herself in a threatening situation.,2
568,My uncle feels miserable.,1
4424,Courtney made me feel annoyed.,0
911,Betsy feels discouraged.,2
783,Latoya feels enraged.,0
7706,The conversation with Roger was serious.,1
5356,Frank found himself in a hilarious situation.,3
4074,My brother made me feel fearful.,2
7095,Heather told us all about the recent funny events.,3
2559,I made Lamar feel excited.,3
6922,Shaniqua told us all about the recent outrageous events.,0
6355,Torrance told us all about the recent funny events.,3
1954,The situation makes Tia feel fearful.,2
830,Courtney feels terrified.,2
5307,Roger found himself in a grim situation.,1
761,Lakisha feels furious.,0
4703,My wife made me feel enraged.,0
1395,The situation makes Terrence feel happy.,3
6371,Darnell told us all about the recent threatening events.,2
7308,My sister told us all about the recent heartbreaking events.,1
2588,I made Terrence feel miserable.,1
5591,My father found himself in a threatening situation.,2
371,Andrew feels discouraged.,2
3380,I made Ellen feel angry.,0
4684,My daughter made me feel annoyed.,0
290,Alan feels terrified.,2
2975,I made my uncle feel happy.,3
5394,Ryan found himself in a dreadful situation.,2
3490,I made my daughter feel terrified.,2
5364,Justin found himself in a displeasing situation.,0
2303,The situation makes my wife feel enraged.,0
6779,My boyfriend told us all about the recent great events.,3
1151,My mother feels discouraged.,2
716,Jasmine feels ecstatic.,3
8045,The conversation with Nichelle was depressing.,1
7065,Courtney told us all about the recent depressing events.,1
5463,This man found himself in an annoying situation.,0
5754,Jasmine found herself in a dreadful situation.,2
629,Shereen feels disappointed.,1
2531,I made Darnell feel discouraged.,2
2217,The situation makes her feel glad.,3
8436,The conversation with Ellen was hilarious.,3
7758,The conversation with Frank was wonderful.,3
2215,The situation makes her feel happy.,3
6863,Shereen told us all about the recent annoying events.,0
6146,My wife found herself in a serious situation.,1
8274,The conversation with Courtney was dreadful.,2
399,Jack feels excited.,3
6952,Jasmine told us all about the recent terrifying events.,2
5172,Darnell found himself in a terrifying situation.,2
3253,I made Heather feel anxious.,2
7085,Heather told us all about the recent depressing events.,1
6172,My girlfriend found herself in a terrifying situation.,2
3510,I made my wife feel terrified.,2
8188,The conversation with Tia was heartbreaking.,1
8276,The conversation with Courtney was hilarious.,3
3704,Torrance made me feel annoyed.,0
3581,I made my mom feel furious.,0
2652,I made Josh feel scared.,2
8317,The conversation with Melanie was amazing.,3
2463,I made Jerome feel enraged.,0
3132,I made Tanisha feel scared.,2
5647,Nichelle found herself in a grim situation.,1
7310,My sister told us all about the recent horrible events.,2
1839,The situation makes Shereen feel excited.,3
2987,I made my dad feel devastated.,1
3082,I made Shaniqua feel irritated.,0
3240,I made Heather feel angry.,0
6287,Alphonse told us all about the recent grim events.,1
6196,My mother found herself in a hilarious situation.,3
1979,The situation makes Lakisha feel excited.,3
448,This boy feels miserable.,1
497,My son feels glad.,3
6256,Alonzo told us all about the recent hilarious events.,3
411,He feels discouraged.,2
927,Kristin feels devastated.,1
3894,Alan made me feel fearful.,2
5637,My dad found himself in an amazing situation.,3
2884,I made my son feel annoyed.,0
5299,Josh found himself in a great situation.,3
7081,Heather told us all about the recent vexing events.,0
7517,The conversation with Jerome was amazing.,3
5703,Latisha found herself in an annoying situation.,0
522,My boyfriend feels irritated.,0
1612,The situation makes him feel scared.,2
7912,The conversation with my brother was terrifying.,2
1709,The situation makes my husband feel disappointed.,1
973,Stephanie feels anxious.,2
2442,I made Alphonse feel irritated.,0
6310,Jerome told us all about the recent horrible events.,2
5487,This boy found himself in a grim situation.,1
6938,Shaniqua told us all about the recent wonderful events.,3
4723,My girlfriend made me feel enraged.,0
5937,Katie found herself in an amazing situation.,3
784,Latoya feels annoyed.,0
2280,The situation makes my daughter feel angry.,0
1510,The situation makes Frank feel terrified.,2
804,Amanda feels annoyed.,0
7899,The conversation with this boy was great.,3
396,Jack feels ecstatic.,3
4063,My brother made me feel enraged.,0
6267,Jamel told us all about the recent grim events.,1
4078,My brother made me feel relieved.,3
5147,Torrance found himself in a grim situation.,1
6859,Nichelle told us all about the recent great events.,3
5323,Alan found himself in an annoying situation.,0
5071,Jamel found himself in a threatening situation.,2
1696,The situation makes my son feel ecstatic.,3
2592,I made Terrence feel scared.,2
6726,My son told us all about the recent serious events.,1
2768,I made Andrew feel miserable.,1
556,My father feels ecstatic.,3
2029,The situation makes Courtney feel disappointed.,1
6088,This girl found herself in a heartbreaking situation.,1
2404,I made Alonzo feel annoyed.,0
7238,Ellen told us all about the recent wonderful events.,3
309,Frank feels disappointed.,1
4185,My dad made me feel sad.,1
6755,My husband told us all about the recent funny events.,3
7843,The conversation with him was annoying.,0
1332,The situation makes Darnell feel scared.,2
4403,Amanda made me feel enraged.,0
4760,My aunt made me feel angry.,0
5578,My boyfriend found himself in a wonderful situation.,3
5132,Leroy found himself in a terrifying situation.,2
8306,The conversation with Melanie was serious.,1
803,Amanda feels enraged.,0
3135,I made Tanisha feel happy.,3
7480,The conversation with Alphonse was irritating.,0
5601,My uncle found himself in a vexing situation.,0
5580,My father found himself in an irritating situation.,0
3576,I made my aunt feel ecstatic.,3
235,Harry feels happy.,3
6533,Alan told us all about the recent shocking events.,2
3867,Roger made me feel devastated.,1
154,Lamar feels fearful.,2
1441,The situation makes Josh feel furious.,0
1962,The situation makes Lakisha feel irritated.,0
4380,Latoya made me feel angry.,0
4314,Jasmine made me feel fearful.,2
2465,I made Jerome feel sad.,1
6718,My brother told us all about the recent wonderful events.,3
676,Latisha feels ecstatic.,3
7746,The conversation with Frank was serious.,1
8471,The conversation with this woman was threatening.,2
4533,Kristin made me feel anxious.,2
6780,My father told us all about the recent irritating events.,0
5473,This man found himself in a shocking situation.,2
6842,Nichelle told us all about the recent outrageous events.,0
3957,Ryan made me feel glad.,3
6793,My father told us all about the recent shocking events.,2
4552,Nancy made me feel scared.,2
3928,Justin made me feel miserable.,1
8112,The conversation with Latisha was terrifying.,2
4107,My husband made me feel devastated.,1
1610,The situation makes him feel terrified.,2
7551,The conversation with Torrance was threatening.,2
4202,Nichelle made me feel irritated.,0
3114,I made Jasmine feel fearful.,2
945,Nancy feels sad.,1
7501,The conversation with Jerome was vexing.,0
