,Sentence2,Emotion
5714,Jamel found himself in a dreadful situation.,2
7328,my son told us all about the recent heartbreaking events.,1
4531,Josh made me feel discouraged.,2
3724,Lakisha made me feel annoyed.,0
4330,Terrence made me feel terrified.,2
1932,The situation makes Terrence feel scared.,2
2910,I made my wife feel terrified.,2
5130,Shaniqua found herself in a horrible situation.,2
1651,The situation makes this girl feel discouraged.,2
7130,Jack told us all about the recent horrible events.,2
1862,The situation makes Jamel feel irritated.,0
3104,I made Alphonse feel annoyed.,0
2149,The situation makes Roger feel disappointed.,1
383,Katie feels enraged.,0
7183,Roger told us all about the recent annoying events.,0
7334,my son told us all about the recent dreadful events.,2
6560,Melanie told us all about the recent irritating events.,0
7786,The conversation with Stephanie was serious.,1
8181,The conversation with Torrance was vexing.,0
4177,my aunt made me feel glad.,3
4689,my son made me feel disappointed.,1
8336,The conversation with Jack was hilarious.,3
271,Nancy feels discouraged.,2
5493,this girl found herself in a shocking situation.,2
6940,Alphonse told us all about the recent irritating events.,0
2424,I made Latisha feel annoyed.,0
2844,I made this girl feel annoyed.,0
2513,I made Tia feel anxious.,2
3006,I made Lamar feel depressed.,1
6307,Latoya told us all about the recent grim events.,1
5897,Harry found himself in a amazing situation.,3
1116,my husband feels ecstatic.,3
7950,The conversation with my wife was horrible.,2
6225,my dad found himself in a depressing situation.,1
7580,The conversation with Nichelle was irritating.,0
5481,this girl found herself in a vexing situation.,0
7485,The conversation with Jasmine was depressing.,1
2346,The situation makes my father feel depressed.,1
2224,The situation makes this man feel annoyed.,0
8350,The conversation with Alan was horrible.,2
7074,Andrew told us all about the recent dreadful events.,2
7614,The conversation with Shereen was dreadful.,2
6231,my dad found himself in a threatening situation.,2
4316,Alphonse made me feel ecstatic.,3
865,Justin feels sad.,1
2476,I made Latoya feel ecstatic.,3
8052,The conversation with Lamar was terrifying.,2
8432,The conversation with Frank was terrifying.,2
922,Josh feels irritated.,0
7256,he told us all about the recent hilarious events.,3
5340,Ellen found herself in a irritating situation.,0
1071,my brother feels discouraged.,2
5952,Alan found himself in a terrifying situation.,2
2713,I made Ellen feel anxious.,2
7974,The conversation with my girlfriend was dreadful.,2
372,Courtney feels scared.,2
2457,I made Jasmine feel glad.,3
5946,Alan found himself in a serious situation.,1
4638,this man made me feel relieved.,3
1532,The situation makes Melanie feel scared.,2
5666,Malik found himself in a serious situation.,1
5063,Latisha found herself in a annoying situation.,0
6808,my aunt told us all about the recent heartbreaking events.,1
5695,Alonzo found himself in a funny situation.,3
7270,this man told us all about the recent horrible events.,2
6824,my mom told us all about the recent displeasing events.,0
3108,I made Alphonse feel miserable.,1
1910,The situation makes Alphonse feel terrified.,2
5892,Harry found himself in a terrifying situation.,2
5785,Torrance found himself in a depressing situation.,1
3554,I made my father feel fearful.,2
7246,he told us all about the recent serious events.,1
7816,The conversation with Courtney was hilarious.,3
5388,Stephanie found herself in a heartbreaking situation.,1
860,Justin feels angry.,0
2757,I made Stephanie feel glad.,3
214,Amanda feels fearful.,2
6168,my boyfriend found himself in a heartbreaking situation.,1
210,Amanda feels terrified.,2
7084,Harry told us all about the recent displeasing events.,0
2238,The situation makes this man feel relieved.,3
6082,this boy found himself in a outrageous situation.,0
1703,The situation makes my wife feel enraged.,0
1667,The situation makes my sister feel devastated.,1
316,Ellen feels ecstatic.,3
4406,Adam made me feel depressed.,1
6608,Courtney told us all about the recent heartbreaking events.,1
6514,Nancy told us all about the recent dreadful events.,2
4108,my wife made me feel miserable.,1
4624,this man made me feel annoyed.,0
5691,Alonzo found himself in a threatening situation.,2
568,my aunt feels miserable.,1
4424,Andrew made me feel annoyed.,0
911,Alan feels discouraged.,2
783,Jerome feels enraged.,0
7706,The conversation with Nancy was serious.,1
5356,Ellen found herself in a hilarious situation.,3
4074,my sister made me feel fearful.,2
7095,Harry told us all about the recent funny events.,3
2559,I made Nichelle feel excited.,3
6922,Leroy told us all about the recent outrageous events.,0
6355,Tia told us all about the recent funny events.,3
1954,The situation makes Torrance feel fearful.,2
830,Andrew feels terrified.,2
5307,Nancy found herself in a grim situation.,1
761,Darnell feels furious.,0
4703,my husband made me feel enraged.,0
1395,The situation makes Tanisha feel happy.,3
6371,Lakisha told us all about the recent threatening events.,2
7308,my brother told us all about the recent heartbreaking events.,1
2588,I made Tanisha feel miserable.,1
5591,my mother found herself in a threatening situation.,2
371,Courtney feels discouraged.,2
3380,I made Frank feel angry.,0
4684,my son made me feel annoyed.,0
290,Betsy feels terrified.,2
2975,I made my aunt feel happy.,3
5394,Stephanie found herself in a dreadful situation.,2
3490,I made my son feel terrified.,2
5364,Melanie found herself in a displeasing situation.,0
2303,The situation makes my husband feel enraged.,0
6779,my girlfriend told us all about the recent great events.,3
1151,my father feels discouraged.,2
716,Alphonse feels ecstatic.,3
8045,The conversation with Lamar was depressing.,1
7065,Andrew told us all about the recent depressing events.,1
5463,this woman found herself in a annoying situation.,0
5754,Alphonse found himself in a dreadful situation.,2
629,Malik feels disappointed.,1
2531,I made Lakisha feel discouraged.,2
2217,The situation makes his feel glad.,3
8436,The conversation with Frank was hilarious.,3
7758,The conversation with Ellen was wonderful.,3
2215,The situation makes his feel happy.,3
6863,Malik told us all about the recent annoying events.,0
6146,my husband found himself in a serious situation.,1
8274,The conversation with Andrew was dreadful.,2
399,Katie feels excited.,3
6952,Alphonse told us all about the recent terrifying events.,2
5172,Lakisha found herself in a terrifying situation.,2
3253,I made Harry feel anxious.,2
7085,Harry told us all about the recent depressing events.,1
6172,my boyfriend found himself in a terrifying situation.,2
3510,I made my husband feel terrified.,2
8188,The conversation with Torrance was heartbreaking.,1
8276,The conversation with Andrew was hilarious.,3
3704,Tia made me feel annoyed.,0
3581,I made my dad feel furious.,0
2652,I made Kristin feel scared.,2
8317,The conversation with Justin was amazing.,3
2463,I made Latoya feel enraged.,0
3132,I made Terrence feel scared.,2
5647,Lamar found himself in a grim situation.,1
7310,my brother told us all about the recent horrible events.,2
1839,The situation makes Malik feel excited.,3
2987,I made my mom feel devastated.,1
3082,I made Leroy feel irritated.,0
3240,I made Harry feel angry.,0
6287,Jasmine told us all about the recent grim events.,1
6196,my father found himself in a hilarious situation.,3
1979,The situation makes Darnell feel excited.,3
448,this girl feels miserable.,1
497,my daughter feels glad.,3
6256,Ebony told us all about the recent hilarious events.,3
411,she feels discouraged.,2
927,Josh feels devastated.,1
3894,Betsy made me feel fearful.,2
5637,my mom found herself in a amazing situation.,3
2884,I made my daughter feel annoyed.,0
5299,Kristin found herself in a great situation.,3
7081,Harry told us all about the recent vexing events.,0
7517,The conversation with Latoya was amazing.,3
5703,Jamel found himself in a annoying situation.,0
522,my girlfriend feels irritated.,0
1612,The situation makes her feel scared.,2
7912,The conversation with my sister was terrifying.,2
1709,The situation makes my wife feel disappointed.,1
973,Ryan feels anxious.,2
2442,I made Jasmine feel irritated.,0
6310,Latoya told us all about the recent horrible events.,2
5487,this girl found herself in a grim situation.,1
6938,Leroy told us all about the recent wonderful events.,3
4723,my boyfriend made me feel enraged.,0
5937,Jack found himself in a amazing situation.,3
784,Jerome feels annoyed.,0
2280,The situation makes my son feel angry.,0
1510,The situation makes Ellen feel terrified.,2
804,Adam feels annoyed.,0
7899,The conversation with this girl was great.,3
396,Katie feels ecstatic.,3
4063,my sister made me feel enraged.,0
6267,Latisha told us all about the recent grim events.,1
4078,my sister made me feel relieved.,3
5147,Tia found herself in a grim situation.,1
6859,Lamar told us all about the recent great events.,3
5323,Betsy found herself in a annoying situation.,0
5071,Latisha found herself in a threatening situation.,2
1696,The situation makes my daughter feel ecstatic.,3
2592,I made Tanisha feel scared.,2
6726,my daughter told us all about the recent serious events.,1
2768,I made Courtney feel miserable.,1
556,my mother feels ecstatic.,3
2029,The situation makes Andrew feel disappointed.,1
6088,this boy found himself in a heartbreaking situation.,1
2404,I made Ebony feel annoyed.,0
7238,Frank told us all about the recent wonderful events.,3
309,Ellen feels disappointed.,1
4185,my mom made me feel sad.,1
6755,my wife told us all about the recent funny events.,3
7843,The conversation with her was annoying.,0
1332,The situation makes Lakisha feel scared.,2
4403,Adam made me feel enraged.,0
4760,my uncle made me feel angry.,0
5578,my girlfriend found herself in a wonderful situation.,3
5132,Shaniqua found herself in a terrifying situation.,2
8306,The conversation with Justin was serious.,1
803,Adam feels enraged.,0
3135,I made Terrence feel happy.,3
7480,The conversation with Jasmine was irritating.,0
5601,my aunt found herself in a vexing situation.,0
5580,my mother found herself in a irritating situation.,0
3576,I made my uncle feel ecstatic.,3
235,Heather feels happy.,3
6533,Betsy told us all about the recent shocking events.,2
3867,Nancy made me feel devastated.,1
154,Nichelle feels fearful.,2
1441,The situation makes Kristin feel furious.,0
1962,The situation makes Darnell feel irritated.,0
4380,Jerome made me feel angry.,0
4314,Alphonse made me feel fearful.,2
2465,I made Latoya feel sad.,1
6718,my sister told us all about the recent wonderful events.,3
676,Jamel feels ecstatic.,3
7746,The conversation with Ellen was serious.,1
8471,The conversation with this man was threatening.,2
4533,Josh made me feel anxious.,2
6780,my mother told us all about the recent irritating events.,0
5473,this woman found herself in a shocking situation.,2
6842,Lamar told us all about the recent outrageous events.,0
3957,Stephanie made me feel glad.,3
6793,my mother told us all about the recent shocking events.,2
4552,Roger made me feel scared.,2
3928,Melanie made me feel miserable.,1
8112,The conversation with Jamel was terrifying.,2
4107,my wife made me feel devastated.,1
1610,The situation makes her feel terrified.,2
7551,The conversation with Tia was threatening.,2
4202,Lamar made me feel irritated.,0
3114,I made Alphonse feel fearful.,2
945,Roger feels sad.,1
7501,The conversation with Latoya was vexing.,0
1929,The situation makes Terrence feel disappointed.,1
2250,The situation makes this boy feel terrified.,2
