text,Class
@imVkohli Why u r not supporting @msdhoni ??   Leave world cup it's not important than our armed forces     #DhoniKeepsTheGlove #DhoniKeepTheGloves  #DhoniKeSaathDesh,0
India won the toss and Bat first.... #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeepTheGloves #INDvAUS #INDvsAUS https://t.co/419O67dBi4,0
"#DhoniKeepsTheGlove  Hey #ICC forget gloves, otherwise you forget 80%....",0
"Good morning @RealDonaldtRUMP, have a nice sleep you fucking bitch? #maga #FOXNews #FuckTrump @GOP #WednesdayWisdom https://t.co/5L5mWnTlzv",3
@sukiyer18 @Dramitjp @imMAK02 Yawn. Sorry Can't dumb down the issue further. Try reading to improve your grasp about issues . Or continue defending whichever political masters you lick. We will stand by #doctors and India #DoctorsFightBack,1
Please go through this.. Don't misunderstand.. Doctors too want solution and healthy discussion but in OPEN FORUM!! Is that too much to ask for???  #DoctorsFightBack  #DoctorsStrike  #DoctorsProtest  #StandWithNRSMCH  #wewantjustice https://t.co/aiVRr874cB,0
"#WPMOTClassic Some things never change! Repost profthuggy What’s Pissing Me Off Today? Shittiest Person in the World, Jr. #donaldtrumpjr #donnietrump #fucktrump #trophyhunter #trophyhunting #cobrakai… https://t.co/k13HlVBqKO",2
Canada: Good at basketball  USA: Has basketball for President    In the words of the famous Robert de Niro: “#fucktrump',0
@sineadrousse @NSRoundtable @ofirgendelman Trump is a #racist and a #rapist! #KatieJohnson,0
@jakthedevil @ICC These kind of tweets and logics are result of watching Kapil Sharma’s show. That’s all.     #DhoniKeepsTheGlove #Dhoni #CWC19 #TeamIndia https://t.co/fA86oCa7na,0
"Not only is it the law, it’s the Right Thing To Do.  #TrumpIsATraitor https://t.co/xHWoWMlKaP",0
@cricketworldcup @ICC can see @msdhoni badge but doesn't see the ground was not covered.  Most developed Country in 🌏 and call 🏏 as the national sports Yet can't do anything for the biggest tournament. Learn something from #EdenGarden  #ShameOnICC #WorldCup2019 #iccraincup2019 #CricketKaCrown https://t.co/EifEy0e2NU,0
@BillCosby OJ SIMPSON AND BILL COSBY TAKING OVER TWITTER!!! ##Rapist #Murderer #mondaythoughts https://t.co/6htKiKxnZI,0
@Conservatives a 'Johnson' is slang for a penis. #Dickhead #NominativeDeterminism  #ToriesOut #PeoplesVote #Blindingobvious,2
"@idontlikemunday Maybe because the NBA requires extra credentials to be let on the floor after a team clinches, and Ujiri wasn't wearing them. And maybe the cops didn't memorize what every Raptors' employee looked like. But why let facts get in the way of your fake racism story? #douchebag",0
"#MikePence and his beady little eyes can fuck right off. #FatNixon is dumb as shit, but Pence is rotten to his fucking core. Send my regards to Mother, too. God, 2020 can’t get here fast enough. #PrideMonth #VoteBlue2020 #FuckTrump #FuckPence #FucktheGOP",3
@realDonaldTrump @POTUS @DonaldJTrumpJr  #pedophiles #rapist with money can commit even murder and never face any consequence. https://t.co/8PXV2tG0wC,0
Now he's trying to walk back what he said. Now he's saying of course you give it to the FBI. He's such a lying piece of shit. #HappyJohnMcCainDay #JohnMcCainDayJune14th #TrumpIsATraitor #TrumpLiesEveryTimeHeSpeaks,0
MY THOUGHTS ON #BORISJOHNSON #BorisJohnsonShouldNotBePM https://t.co/5AIpBOYyYY,0
It’s 2016 All Over Again #Resist #ResistTrump #FuckTrump https://t.co/9aTkUMgLOe,0
It is reported that Your Government wanted to provide Guarantee to those who had invested in #IMAFraud.    Is protecting those who cheat Minorities Your way of Minority Welfare?    Why are You putting the lives of thousands of Innocents to save few Fraudsters?    Is this 'Raja Dharma'?,0
@redsteeze Also:  Happy Father’s Day @TheRealOJ32  While we know you are a #murderer as far as we know you never murdered a #father.    #Fathers #HappyFathersDay2019 #fatherhood #dads #OJSimpson #OJ @ESPNLosAngeles #LA #crime #CrimeCon #crimenews #crimewatch,2
@DiamondandSilk @realDonaldTrump Paid actors #ImpeachTrump #TrumpIsATraitor,0
"Boris Johnson is really liked by some people but REALLY despised by many more. If he becomes prime minister (due to the fantasies of 100,000 old white men) then the government will fall and the UK thrown into chaos     #bbcqt    #BorisJohnsonShouldNotBePM https://t.co/bLF4ai8mqo",0
Dear @ICC Let #DhoniKeepsTheGlove it's not hurting any religious beliefs nor promoting any political party. @BCCI  should stand by @msdhoni and support him.,0
https://t.co/SV0zkbLaNZ    Written by one of the protesters in Kolkata. Read through their agony and pain.   #BengalDoctorsStrike #DoctorsProtest #DoctorsFightBack  #DoctorsStrike #DoctorsUnderOppression https://t.co/BrEbPYoZfO,0
"Ok so the conclusion is: rules should be the same for all teams, we have seen Pakistani players do namaz on the field and English players having some nationalistic logo on their jersey.   #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeSaathDesh",0
"Dear ICC,   You need to check weather forecasting for venues where matches are supposed to play..!   Cricket FANs are disappointed..!   #ShameOnICC https://t.co/YUgJr4Qthx",0
"Thats right out of the David James Expert Opinion book that, God I hope your a gambler.   When it turns out you know shag all about cricket I think we can confidently say you don't know what you're on about regarding other subjects as well. #Dickhead https://t.co/7rE65Wa6QB",0
Do you want to see today @msdhoni like this sir @sachin_rt ?    #AskStar #sachinopenagain #INDvAUS #WorldCup2019 #live #msdhonigloves #DhoniKeepsTheGlove https://t.co/E05fjfROCC,0
ICC turns down #BCCI's request to allow @msdhoni to continue wearing the army insignia on his wicket-keeping gloves; ICC says regulations for ICC events do not permit any individual message or logo to be displayed on any items of clothing or equipment.   #DhoniKeepsTheGlove https://t.co/q6HncFmx7k,0
"@gmanews A simile to 'banggaan ng barko' is 'banggaan ng eroplano'. With the sky so vast (not unlike the waters), when planes collide in flight, it is still an accident? Traitor .@RRD_Davao #TraitorDuterte #BoycottChina",0
Ok Mr....it is not a disaster because you cannot get the internet in the coffee shop #dickhead,3
"Between this fight of TMC &amp; BJP, these doctors are paying price of doing their work with dedication.    A junior doctor in BHCM was beaten to an extent that his skull fractured and he is fighting for his life in ICU.    I fully support #DoctorStrike.🙏    #SaveBengal #DoctorsFightBack https://t.co/ZiT8qUzVEZ",0
"#NewZealand - Accused #terrorist pleads not guilty to all 92 charges in March 15, 2019 #AntiMuslim #terror attack on #Muslim minority Al Noor and Linwood #mosques - where 44 killed - R.E.A.L.: #Terror is attack on #HumanRights of All  https://t.co/bdKnLv1wmY https://t.co/ID1FtEsom7",0
@ICC This Insignia belongs to World oldest special forces It’s shows bravery and sacrifices made by those brave soldiers. Respecting and remembering them is not crime @msdhoni represented entire Special forces community by using those gloves #DhoniKeepsTheGlove #DhoniKeepTheGlove https://t.co/AH8259XJ7P,0
The danger of #PoliticalCorrectness lies in its ability to silence the #Truth    It is a sophisticated form of #Hypocrisy which resulted in #Trump    #TrumpIsATraitor #TrumpResign #Resisters #ResistersForum #FBResistance #FBRParty #TheResistanceRises #BlueWave #BlueWave2020 #VoteBlue https://t.co/tqCYQER0L1,0
#DoctorsFightBack against #ShamelessMamata demanding #Justice4DrParibaha.  https://t.co/DHwJIDlH45,0
@realDonaldTrump @SecPompeo   You liars are trying to start a war  #TrumpIsATraitor #Trump https://t.co/ULSJAuqJBw,1
I stand with my medical brothers and sisters ✊🏽 #DoctorsFightBack #BiplobDirghojibiHok https://t.co/punwVAy6jU,0
@PatsyResists Everybody stands by America &amp; goes to war against Iran ...    Then Iran bails out a bankrupt Trump Kushner building somewhere ...    Trump changes his mind and defends Iran ...    #ImpeachTrumpNow  #FakePresident  #TrumpIsATraitor  #TrumpCrimeFamily    @SecPompeo,0
@BridgetSterli19 It's so satisfying yet horrifying.#fuckTrump,0
We will never give up   #DoctorsUnderOppression  #DUO  #Doctors_are_oppressed_in_Morocco  #medicalstudentsstrike  #DoctorsFightBack  #Medical_students_are_mad  #DOCTORS_SEEKJUSTICE  #the_healing_hand_shouldnt_be_bleeding https://t.co/De56lkaRDp,0
@JimiAlex @NYTimesPR @realDonaldTrump @POTUS So when do you Trumpsters plan on burning all the books &amp; newspaper articles? This is how fascist dictator states start -by calling the press traitors when they don't print favorable articles of a leader. But you don't read anyway so it would not matter to you. #TrumpIsATraitor,1
"ITS ALL PRE-SHEDULED , NO RAIN OF ENG'S MATCH, WISELY GROUND CHOSEN FOR ENG,  ITS A TRICK TO REACH ENG ON FINAL EASILY..  #INDPAKVSRAIN   @ICC  @cricketworldcup   #CWC19   #ShameOnICC   @cricketaakash  @bhogleharsha  '",0
"#Rangzen people, we have to stop this fake activist troll from ruining our #FreeTibet movement.     #Tibetans #humanrights #BoycottChina #Dharamsala #March10 #Tibetan #DalaiLama #BhoRangzen https://t.co/8E5pgtGTuS",0
@JessieJaneDuff Killary is a damn criminal and a Jack the Ripper!  #Murderer,2
"@BillKristol @realDonaldTrump your own party is turning against you. We all see you, we know you care only about one thing, yourself. You're done for.    #ResignOrBeImpeached #Corrupt #TrumpCrimeFamily #ImpeachTrumpNow #Liar #LiarInChief #Rapist #Fraud",0
@newtgingrich your @Newsweek opinion piece is a joke...just like you.    https://t.co/az1C7U2elj    #fucknewtgingrich #fucktrump #fuckthegop #draintheswamp #voteoutgop #gop #politics,3
@rorybremner @MantisProMedia @Channel4 Bloody brilliant   #BorisJohnsonShouldNotBePM,0
"No protests or so were held for Dr. Kafeel, Payal and incidences of violence on doctors (a lot by BJP).  .  IMA and all upper middle class, upper caste doctors now get outraged bcuz now it's Mamta Benerjee to target  #DoctorsProtest  #DoctorsFightBack #Savethedoctors",1
"@PressSec @realDonaldTrump No one will hire you, amiright? #SarahHuckabeeSanders #TrumpLiesEveryTimeHeSpeaks #TrumpIsATraitor",1
@DrShyamKK It is huge mistake of @narendramodi it is primary responsibility to save the truth not supporting protest it must be legally to take action for the doctor who resigned #DoctorsFightBack #doctors #standwithNRS,0
#India #AntiMuslim Hate speech https://t.co/GFJYe2nKFW,1
TIMEWEAR Blue Dial Brown Strap Watch @ Rs.229    https://t.co/c4RNuWcsdB    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,0
"Listening to #DerangedDonald go off on Germany, bitching about the Iran deal, making shit up about Venezuela, and how he’s always right. How in the living fuck did we get into this mess? #FuckTrump",3
Entitled privileged attitude of the British elite establishment mafia ruling class..... says it all and why #borisjohnson #BorisJohnsonShouldNotBePM #C4Debate https://t.co/PGlPM3Kv9q,0
"@SportsCenter Fuck @Drake, love @raptors and @Canada #NBAFinals #douchebag",1
@TheRealOJ32 @KrisJenner @TheRealOJ32 What are you doing? How many concussions did you have? This is madness. #murderer  #MurderMystery,1
Doctors wearing black badge protest at MGM Medical College and Hospital in Jamshedpur for #WestBengal issue  #DoctorsFightBack,0
"@kathygriffin #Kathy, #PrideMonth will be over when I attend @AHellOfAStory on July 31st, but I'm going to proudly wear my #TeamKathy 👕 t-shirt! (still available on https://t.co/33kJjY69wq!)  I wonder if @RegalMovies will let me bring my #FuckTrump mug into the #movie #screening? #AHellOfStory",0
"@jontaffer I missed the last 15 minutes, but that guy was a #douchebag",0
#Uyghur Protests in #Canada #Freedom for #Uyghurs  https://t.co/4XyqwDLXvS  #FreeUyghur #EastTurkistan #China #CCP #BoycottChina #ウイグル #RT,1
"@GOPChairwoman @realDonaldTrump Socialism... as you categorize it, is already here.     #GOPGaslighting   #TrumpIsATraitor https://t.co/hQzuyd5FcI",1
"@BorisJohnson Yeah like that'll really do it, not. What are you on? #BorisJohnsonShouldNotBePM",0
"Hey @BJP4India   Voted to use your power, not sit quite.  #Article356   No one is tweeting about #DoctorsFightBack #DoctorsStrike   Can't tolerate this dumb govt for next 5 years.",0
#NA Speaker directs immediate arrest of #murderer of three real brothers     #APPNews @AsadQaiserPTI @Asadqaiser11 @NAofPakistan   https://t.co/YiN95OHt7l via @appcsocialmedia https://t.co/RXDjIGUXee,0
"Trump Needs a Target to Stay Interested in His Campaign. For Now, It’s Biden. #Resist #ResistTrump #FuckTrump https://t.co/53ptKNsHC8",0
Can't understand how stupid one can be where he can't let go his arrogance and ego for the whole fukin state...  #DoctorsFightBack  #DidiDividesIndia,3
#TheBachelorette    Ok  #LukeP  Needs to go...    Please   Oh  Please     Luke gives   #DoucheBag   A whole new meaning! https://t.co/rCaLnCuxPe,0
@annaturley @jessphillips He was clearly talking about the vending machine after he bought a packet of chipsticks. #C4Debate #whereswally #toryjackanorystory #BorisJohnsonShouldNotBePM,1
Come to Bengal and speak whatever language you want to.  We have seen what lingual terrorism can do during the Bangladesh Independence war and divisive politics will not work .  পশ্চিমবঙ্গ ভারতের একটি অংশ।     #DoctorStrike #DoctorsFightBack     #DoctorsFightBack,0
#ShameOnICC@ICC WINNER TEAM-RAIN  ICC RUN UP TEAM-RAIN  ICC MAN OF THE MATCH-RAIN  ICC MAN OF THE SERIES-RAIN  BEST BOWLER-RAIN  BEST WICKETKEPER-RAIN https://t.co/nEL5SXz6om,0
Could this be our new Prime Minister?     #RichWhiteManPrivilege     #DickHead https://t.co/soH326CMx8,3
@MMARLONMORAES  Good luck tonight. Please #knockout this arrogant #DOUCHEBAG @HenryCejudo,0
@danawhite @drockett69 I think Dana is way out of order here. He doesn't give a fuck about the fans. If he did he wouldn't be talking to one like that. Donny is absolutely right and most of us feel the same. Dana is turning the promotion into circus one ppv at a time #dickhead,1
How to become a  #MURDERER . @nofakefriends Gather here. https://t.co/VJVski3hLH,0
"#VOMIT  #TrumpIsATraitor   #ImpeachTrumpNow   Happy #JohnMcCainDay,  Treasonous, weak @LindseyGrahamSC . https://t.co/dx8c1yE1Jc https://t.co/liJd1UvMVJ",1
Does a bear shit in the woods?  #FuckTrump #BeBest #MAGA #AmericaFirst https://t.co/nFHZYaIBJc,0
Facebook Lawyer Says Users ‘Have No Expectation of Privacy’ #Resist #ResistTrump #FuckTrump https://t.co/0S6nFLuPzG,0
@OwenJones84 nailing it again #BorisJohnsonShouldNotBePM https://t.co/z46D0WcdWA,0
"*After betrayal from momta Didi, media and patients*  #DoctorsStrike #DidiVsDoctors #DoctorsFightBack   AIIMS doctors: https://t.co/AVXjQLyLWV",0
#ToryLeadershipContest you back Boris then you just want a job in the cabinet!   #BorisJohnsonShouldNotBePM,0
This never gets old. Fuck you you tired sick piece of shit LOSER #FUCKTRUMP https://t.co/dmhBU2T0i8,3
So Sad and Worried! #imranhataomulkbachao https://t.co/6FKbEwOe3y,0
Boris Johnson isn’t even Prime Minister yet and I already miss Theresa May. #bojo #BorisJohnsonShouldNotBePM,0
#OPPO is confused After Spending Rs.1100cr to #BCCI #sponsorship there logo has less recall compared to #Dhonis #IndianArmy #BalidanBadge     #CricketWorldCup #Cricket #DhoniKeepsTheGlove   #DhoniKeSaathDesh   @msdhoni @BCCI @adgpi @oppo @ShefVaidya @Atheist_Krishna @UnSubtleDesi,0
"@TheRealOJ32 'Gettin' even to do?!?!'  You sure that's the hot take you wanna roll with on your debut, what with the murdering and all?? #OJSimpson #murderer",0
